"Folder","Pkg name","Version name","Tool","Bug report file","Exception name","Category","Stack trace"
"am.ed.importcontacts_1.3.3","am.ed.importcontacts","1.3.3","Monkey","bugreport.fsm.6","java.lang.NullPointerException","app","//this is an auto-generated bug report
//package name: am.ed.importcontacts
//version: 1.3.3
//appro_time: 81
 java.lang.NullPointerException
 	at am.ed.importcontacts.Doit$6.onClick(Doit.java:311)
 	at android.view.View.performClick(View.java:4240)
 	at android.view.View.onKeyUp(View.java:7928)
 	at android.widget.TextView.onKeyUp(TextView.java:5552)
 	at android.view.KeyEvent.dispatch(KeyEvent.java:2647)
 	at android.view.View.dispatchKeyEvent(View.java:7343)
 	at android.view.ViewGroup.dispatchKeyEvent(ViewGroup.java:1393)
 	at android.view.ViewGroup.dispatchKeyEvent(ViewGroup.java:1393)
 	at android.view.ViewGroup.dispatchKeyEvent(ViewGroup.java:1393)
 	at android.view.ViewGroup.dispatchKeyEvent(ViewGroup.java:1393)
 	at android.view.ViewGroup.dispatchKeyEvent(ViewGroup.java:1393)
 	at android.view.ViewGroup.dispatchKeyEvent(ViewGroup.java:1393)
 	at android.view.ViewGroup.dispatchKeyEvent(ViewGroup.java:1393)
 	at com.android.internal.policy.impl.PhoneWindow$DecorView.superDispatchKeyEvent(PhoneWindow.java:1933)
 	at com.android.internal.policy.impl.PhoneWindow.superDispatchKeyEvent(PhoneWindow.java:1408)
 	at android.app.Dialog.dispatchKeyEvent(Dialog.java:706)
 	at com.android.internal.policy.impl.PhoneWindow$DecorView.dispatchKeyEvent(PhoneWindow.java:1860)
 	at android.view.ViewRootImpl$ViewPostImeInputStage.processKeyEvent(ViewRootImpl.java:3791)
 	at android.view.ViewRootImpl$ViewPostImeInputStage.onProcess(ViewRootImpl.java:3774)
 	at android.view.ViewRootImpl$InputStage.deliver(ViewRootImpl.java:3379)
 	at android.view.ViewRootImpl$InputStage.onDeliverToNext(ViewRootImpl.java:3429)
 	at android.view.ViewRootImpl$InputStage.forward(ViewRootImpl.java:3398)
 	at android.view.ViewRootImpl$AsyncInputStage.forward(ViewRootImpl.java:3483)
 	at android.view.ViewRootImpl$InputStage.apply(ViewRootImpl.java:3406)
 	at android.view.ViewRootImpl$AsyncInputStage.apply(ViewRootImpl.java:3540)
 	at android.view.ViewRootImpl$InputStage.deliver(ViewRootImpl.java:3379)
 	at android.view.ViewRootImpl$InputStage.onDeliverToNext(ViewRootImpl.java:3429)
 	at android.view.ViewRootImpl$InputStage.forward(ViewRootImpl.java:3398)
 	at android.view.ViewRootImpl$InputStage.apply(ViewRootImpl.java:3406)
 	at android.view.ViewRootImpl$InputStage.deliver(ViewRootImpl.java:3379)
 	at android.view.ViewRootImpl$InputStage.onDeliverToNext(ViewRootImpl.java:3429)
 	at android.view.ViewRootImpl$InputStage.forward(ViewRootImpl.java:3398)
 	at android.view.ViewRootImpl$AsyncInputStage.forward(ViewRootImpl.java:3483)
 	at android.view.ViewRootImpl$InputStage.apply(ViewRootImpl.java:3406)
 	at android.view.ViewRootImpl$AsyncInputStage.apply(ViewRootImpl.java:3540)
 	at android.view.ViewRootImpl$InputStage.deliver(ViewRootImpl.java:3379)
 	at android.view.ViewRootImpl$InputStage.onDeliverToNext(ViewRootImpl.java:3429)
 	at android.view.ViewRootImpl$InputStage.forward(ViewRootImpl.java:3398)
 	at android.view.ViewRootImpl$InputStage.apply(ViewRootImpl.java:3406)
 	at android.view.ViewRootImpl$InputStage.deliver(ViewRootImpl.java:3379)
 	at android.view.ViewRootImpl$InputStage.onDeliverToNext(ViewRootImpl.java:3429)
 	at android.view.ViewRootImpl$InputStage.forward(ViewRootImpl.java:3398)
 	at android.view.ViewRootImpl$AsyncInputStage.forward(ViewRootImpl.java:3483)
 	at android.view.ViewRootImpl$InputStage.apply(ViewRootImpl.java:3406)
 	at android.view.ViewRootImpl$AsyncInputStage.apply(ViewRootImpl.java:3540)
 	at android.view.ViewRootImpl$InputStage.deliver(ViewRootImpl.java:3379)
 	at android.view.ViewRootImpl.deliverInputEvent(ViewRootImpl.java:5419)
 	at android.view.ViewRootImpl.doProcessInputEvents(ViewRootImpl.java:5399)
 	at android.view.ViewRootImpl.enqueueInputEvent(ViewRootImpl.java:5370)
 	at android.view.ViewRootImpl$WindowInputEventReceiver.onInputEvent(ViewRootImpl.java:5493)
 	at android.view.InputEventReceiver.dispatchInputEvent(InputEventReceiver.java:182)
 	at android.os.MessageQueue.nativePollOnce(Native Method)
 	at android.os.MessageQueue.next(MessageQueue.java:132)
 	at android.os.Looper.loop(Looper.java:124)
 	at android.app.ActivityThread.main(ActivityThread.java:5103)
 	at java.lang.reflect.Method.invokeNative(Native Method)
 	at
"
"android.game.prboom_1.3.1-beta","android.game.prboom","1.3.1-beta","Monkey","bugreport.fsm.51","java.lang.UnsatisfiedLinkError","framework","//this is an auto-generated bug report
//package name: android.game.prboom
//version: 1.3.1-beta
//appro_time: 131
 java.lang.UnsatisfiedLinkError: Couldn't load prboom_jni from loader dalvik.system.PathClassLoader[DexPathList[[zip file ""/mnt/asec/android.game.prboom-1/pkg.apk""],nativeLibraryDirectories=[/mnt/asec/android.game.prboom-1/lib, /system/lib]]]: findLibrary returned null
 	at java.lang.Runtime.loadLibrary(Runtime.java:355)
 	at java.lang.System.loadLibrary(System.java:525)
 	at android.game.prboom.PrBoomActivity.loadLibrary(PrBoomActivity.java:430)
 	at android.game.prboom.PrBoomActivity.play(PrBoomActivity.java:218)
 	at android.game.prboom.PrBoomActivity.access$900(PrBoomActivity.java:79)
 	at android.game.prboom.PrBoomActivity$9.onClick(PrBoomActivity.java:795)
 	at android.view.View.performClick(View.java:4240)
 	at android.view.View.onKeyUp(View.java:7928)
 	at android.widget.TextView.onKeyUp(TextView.java:5552)
 	at android.view.KeyEvent.dispatch(KeyEvent.java:2647)
 	at android.view.View.dispatchKeyEvent(View.java:7343)
 	at android.view.ViewGroup.dispatchKeyEvent(ViewGroup.java:1393)
 	at android.view.ViewGroup.dispatchKeyEvent(ViewGroup.java:1393)
 	at android.view.ViewGroup.dispatchKeyEvent(ViewGroup.java:1393)
 	at android.view.ViewGroup.dispatchKeyEvent(ViewGroup.java:1393)
 	at android.view.ViewGroup.dispatchKeyEvent(ViewGroup.java:1393)
 	at android.view.ViewGroup.dispatchKeyEvent(ViewGroup.java:1393)
 	at com.android.internal.policy.impl.PhoneWindow$DecorView.superDispatchKeyEvent(PhoneWindow.java:1933)
 	at com.android.internal.policy.impl.PhoneWindow.superDispatchKeyEvent(PhoneWindow.java:1408)
 	at android.app.Activity.dispatchKeyEvent(Activity.java:2384)
 	at com.android.internal.policy.impl.PhoneWindow$DecorView.dispatchKeyEvent(PhoneWindow.java:1860)
 	at android.view.ViewRootImpl$ViewPostImeInputStage.processKeyEvent(ViewRootImpl.java:3791)
 	at android.view.ViewRootImpl$ViewPostImeInputStage.onProcess(ViewRootImpl.java:3774)
 	at android.view.ViewRootImpl$InputStage.deliver(ViewRootImpl.java:3379)
 	at android.view.ViewRootImpl$InputStage.onDeliverToNext(ViewRootImpl.java:3429)
 	at android.view.ViewRootImpl$InputStage.forward(ViewRootImpl.java:3398)
 	at android.view.ViewRootImpl$AsyncInputStage.forward(ViewRootImpl.java:3483)
 	at android.view.ViewRootImpl$InputStage.apply(ViewRootImpl.java:3406)
 	at android.view.ViewRootImpl$AsyncInputStage.apply(ViewRootImpl.java:3540)
 	at android.view.ViewRootImpl$InputStage.deliver(ViewRootImpl.java:3379)
 	at android.view.ViewRootImpl$InputStage.onDeliverToNext(ViewRootImpl.java:3429)
 	at android.view.ViewRootImpl$InputStage.forward(ViewRootImpl.java:3398)
 	at android.view.ViewRootImpl$InputStage.apply(ViewRootImpl.java:3406)
 	at android.view.ViewRootImpl$InputStage.deliver(ViewRootImpl.java:3379)
 	at android.view.ViewRootImpl$InputStage.onDeliverToNext(ViewRootImpl.java:3429)
 	at android.view.ViewRootImpl$InputStage.forward(ViewRootImpl.java:3398)
 	at android.view.ViewRootImpl$AsyncInputStage.forward(ViewRootImpl.java:3516)
 	at android.view.ViewRootImpl$ImeInputStage.onFinishedInputEvent(ViewRootImpl.java:3666)
 	at android.view.inputmethod.InputMethodManager$PendingEvent.run(InputMethodManager.java:1982)
 	at android.view.inputmethod.InputMethodManager.invokeFinishedInputEventCallback(InputMethodManager.java:1698)
 	at android.view.inputmethod.InputMethodManager.finishedInputEvent(InputMethodManager.java:1689)
 	at android.view.inputmethod.InputMethodManager$H.handleMessage(InputMethodManager.java:476)
 	at android.os.Handler.dispatchMessage(Handler.java:99)
 	at android.os.Looper.loop(Looper.java:137)
 	at android.app.ActivityThread.main(ActivityThread.java:5103)
 	at java.lang.reflect.Method.invokeNative(Native Method)
 	at java.lang.reflect.Method.invoke(Method.java:525)
 	at com.android.internal.os.ZygoteInit$MethodAndArgsCaller.run(ZygoteInit.java:737)
 	at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:553)
 	at dalvik.system.NativeStart.main(Native Method)
"
"at.bitfire.nophonespam_0.1","at.bitfire.nophonespam","0.1","Monkey","bugreport.fsm.1","android.database.sqlite.SQLiteConstraintException","framework","//this is an auto-generated bug report
//package name: at.bitfire.nophonespam
//version: 0.1
//appro_time: 71
 android.database.sqlite.SQLiteConstraintException: column number is not unique (code 19)
 	at android.database.sqlite.SQLiteConnection.nativeExecuteForLastInsertedRowId(Native Method)
 	at android.database.sqlite.SQLiteConnection.executeForLastInsertedRowId(SQLiteConnection.java:782)
 	at android.database.sqlite.SQLiteSession.executeForLastInsertedRowId(SQLiteSession.java:788)
 	at android.database.sqlite.SQLiteStatement.executeInsert(SQLiteStatement.java:86)
 	at android.database.sqlite.SQLiteDatabase.insertWithOnConflict(SQLiteDatabase.java:1469)
 	at android.database.sqlite.SQLiteDatabase.insert(SQLiteDatabase.java:1339)
 	at at.bitfire.nophonespam.EditNumberActivity.onSave(EditNumberActivity.java:76)
 	at java.lang.reflect.Method.invokeNative(Native Method)
 	at java.lang.reflect.Method.invoke(Method.java:525)
 	at android.support.v7.view.SupportMenuInflater$InflatedOnMenuItemClickListener.onMenuItemClick(SupportMenuInflater.java:255)
 	at android.support.v7.view.menu.MenuItemImpl.invoke(MenuItemImpl.java:148)
 	at android.support.v7.view.menu.MenuBuilder.performItemAction(MenuBuilder.java:957)
 	at android.support.v7.view.menu.MenuBuilder.performItemAction(MenuBuilder.java:947)
 	at android.support.v7.widget.ActionMenuView.invokeItem(ActionMenuView.java:616)
 	at android.support.v7.view.menu.ActionMenuItemView.onClick(ActionMenuItemView.java:153)
 	at android.view.View.performClick(View.java:4240)
 	at android.view.View.onKeyUp(View.java:7928)
 	at android.widget.TextView.onKeyUp(TextView.java:5552)
 	at android.view.KeyEvent.dispatch(KeyEvent.java:2647)
 	at android.view.View.dispatchKeyEvent(View.java:7343)
 	at android.view.ViewGroup.dispatchKeyEvent(ViewGroup.java:1393)
 	at android.view.ViewGroup.dispatchKeyEvent(ViewGroup.java:1393)
 	at android.view.ViewGroup.dispatchKeyEvent(ViewGroup.java:1393)
 	at android.view.ViewGroup.dispatchKeyEvent(ViewGroup.java:1393)
 	at android.view.ViewGroup.dispatchKeyEvent(ViewGroup.java:1393)
 	at android.view.ViewGroup.dispatchKeyEvent(ViewGroup.java:1393)
 	at android.view.ViewGroup.dispatchKeyEvent(ViewGroup.java:1393)
 	at com.android.internal.policy.impl.PhoneWindow$DecorView.superDispatchKeyEvent(PhoneWindow.java:1933)
 	at com.android.internal.policy.impl.PhoneWindow.superDispatchKeyEvent(PhoneWindow.java:1408)
 	at android.app.Activity.dispatchKeyEvent(Activity.java:2384)
 	at android.support.v7.app.AppCompatActivity.dispatchKeyEvent(AppCompatActivity.java:543)
 	at android.support.v7.view.WindowCallbackWrapper.dispatchKeyEvent(WindowCallbackWrapper.java:53)
 	at android.support.v7.app.AppCompatDelegateImplBase$AppCompatWindowCallbackBase.dispatchKeyEvent(AppCompatDelegateImplBase.java:312)
 	at com.android.internal.policy.impl.PhoneWindow$DecorView.dispatchKeyEvent(PhoneWindow.java:1860)
 	at android.view.ViewRootImpl$ViewPostImeInputStage.processKeyEvent(ViewRootImpl.java:3791)
 	at android.view.ViewRootImpl$ViewPostImeInputStage.onProcess(ViewRootImpl.java:3774)
 	at android.view.ViewRootImpl$InputStage.deliver(ViewRootImpl.java:3379)
 	at android.view.ViewRootImpl$InputStage.onDeliverToNext(ViewRootImpl.java:3429)
 	at android.view.ViewRootImpl$InputStage.forward(ViewRootImpl.java:3398)
 	at android.view.ViewRootImpl$AsyncInputStage.forward(ViewRootImpl.java:3483)
 	at android.view.ViewRootImpl$InputStage.apply(ViewRootImpl.java:3406)
 	at android.view.ViewRootImpl$AsyncInputStage.apply(ViewRootImpl.java:3540)
 	at android.view.ViewRootImpl$InputStage.deliver(ViewRootImpl.java:3379)
 	at android.view.ViewRootImpl$InputStage.onDeliverToNext(ViewRootImpl.java:3429)
 	at android.view.ViewRootImpl$InputStage.forward(ViewRootImpl.java:3398)
 	at android.view.ViewRootImpl$InputStage.apply(ViewRootImpl.java:3406)
 	at android.view.ViewRootImpl$InputStage.deliver(ViewRootImpl.java:3379)
 	at android.view.ViewRootImpl$InputStage.onDeliverToNext(ViewRootImpl.java:3429)
 	at android.view.ViewRootImpl$InputStage.forward(ViewRootImpl.java:3398)
 	at android.view.ViewRootImpl$AsyncInputStage.forward(ViewRootImpl.java:3516)
 	at android.view.ViewRootImpl$ImeInp
"
"at.linuxtage.companion_1.3.8","at.linuxtage.companion","1.3.8","Monkey","bugreport.fsm.3","android.database.sqlite.SQLiteConstraintException","framework","//this is an auto-generated bug report
//package name: at.linuxtage.companion
//version: 1.3.8
//appro_time: 6
 Error inserting event_id=236
 android.database.sqlite.SQLiteConstraintException: PRIMARY KEY must be unique (code 19)
 	at android.database.sqlite.SQLiteConnection.nativeExecuteForLastInsertedRowId(Native Method)
 	at android.database.sqlite.SQLiteConnection.executeForLastInsertedRowId(SQLiteConnection.java:782)
 	at android.database.sqlite.SQLiteSession.executeForLastInsertedRowId(SQLiteSession.java:788)
 	at android.database.sqlite.SQLiteStatement.executeInsert(SQLiteStatement.java:86)
 	at android.database.sqlite.SQLiteDatabase.insertWithOnConflict(SQLiteDatabase.java:1469)
 	at android.database.sqlite.SQLiteDatabase.insert(SQLiteDatabase.java:1339)
 	at at.linuxtage.companion.db.DatabaseManager.addBookmark(DatabaseManager.java:809)
 	at at.linuxtage.companion.fragments.EventDetailsFragment$UpdateBookmarkAsyncTask.doInBackground(EventDetailsFragment.java:326)
 	at at.linuxtage.companion.fragments.EventDetailsFragment$UpdateBookmarkAsyncTask.doInBackground(EventDetailsFragment.java:313)
 	at android.os.AsyncTask$2.call(AsyncTask.java:287)
 	at java.util.concurrent.FutureTask.run(FutureTask.java:234)
 	at android.os.AsyncTask$SerialExecutor$1.run(AsyncTask.java:230)
 	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1080)
 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:573)
 	at java.lang.Thread.run(Thread.java:841)
"
"at.univie.sensorium_1.1.12","at.univie.sensorium","1.1.12","Monkey","bugreport.fsm.220","java.lang.ClassCastException","app","//this is an auto-generated bug report
//package name: at.univie.sensorium
//version: 1.1.12
//appro_time: 167
 java.lang.ClassCastException: java.lang.String cannot be cast to java.util.List
 	at at.univie.sensorium.logging.JSONLogger.writeObject(JSONLogger.java:157)
 	at at.univie.sensorium.logging.JSONLogger.sensorUpdated(JSONLogger.java:190)
 	at at.univie.sensorium.sensors.AbstractSensor.notifyListeners(AbstractSensor.java:175)
 	at at.univie.sensorium.sensors.AbstractSensor.setPrivacylevel(AbstractSensor.java:195)
 	at at.univie.sensorium.preferences.SensorPreference.onProgressChanged(SensorPreference.java:119)
 	at android.widget.SeekBar.onProgressRefresh(SeekBar.java:91)
 	at android.widget.ProgressBar.doRefreshProgress(ProgressBar.java:655)
 	at android.widget.ProgressBar.refreshProgress(ProgressBar.java:667)
 	at android.widget.ProgressBar.setProgress(ProgressBar.java:714)
 	at android.widget.ProgressBar.setProgress(ProgressBar.java:695)
 	at at.univie.sensorium.preferences.SensorPreference.updateView(SensorPreference.java:110)
 	at at.univie.sensorium.preferences.SensorPreference.onBindView(SensorPreference.java:102)
 	at android.preference.Preference.getView(Preference.java:460)
 	at android.preference.PreferenceGroupAdapter.getView(PreferenceGroupAdapter.java:221)
 	at android.widget.AbsListView.obtainView(AbsListView.java:2177)
 	at android.widget.ListView.makeAndAddView(ListView.java:1840)
 	at android.widget.ListView.fillUp(ListView.java:709)
 	at android.widget.ListView.layoutChildren(ListView.java:1636)
 	at android.widget.ListView.setSelectionInt(ListView.java:2026)
 	at android.widget.ListView.pageScroll(ListView.java:2308)
 	at android.widget.ListView.commonKey(ListView.java:2200)
 	at android.widget.ListView.onKeyDown(ListView.java:2112)
 	at android.view.KeyEvent.dispatch(KeyEvent.java:2623)
 	at android.view.View.dispatchKeyEvent(View.java:7343)
 	at android.view.ViewGroup.dispatchKeyEvent(ViewGroup.java:1388)
 	at android.widget.ListView.dispatchKeyEvent(ListView.java:2097)
 	at android.view.ViewGroup.dispatchKeyEvent(ViewGroup.java:1393)
 	at android.view.ViewGroup.dispatchKeyEvent(ViewGroup.java:1393)
 	at android.view.ViewGroup.dispatchKeyEvent(ViewGroup.java:1393)
 	at android.view.ViewGroup.dispatchKeyEvent(ViewGroup.java:1393)
 	at android.view.ViewGroup.dispatchKeyEvent(ViewGroup.java:1393)
 	at android.view.ViewGroup.dispatchKeyEvent(ViewGroup.java:1393)
 	at com.android.internal.policy.impl.PhoneWindow$DecorView.superDispatchKeyEvent(PhoneWindow.java:1933)
 	at com.android.internal.policy.impl.PhoneWindow.superDispatchKeyEvent(PhoneWindow.java:1408)
 	at android.app.Activity.dispatchKeyEvent(Activity.java:2384)
 	at com.android.internal.policy.impl.PhoneWindow$DecorView.dispatchKeyEvent(PhoneWindow.java:1860)
 	at android.view.ViewRootImpl$ViewPostImeInputStage.processKeyEvent(ViewRootImpl.java:3791)
 	at android.view.ViewRootImpl$ViewPostImeInputStage.onProcess(ViewRootImpl.java:3774)
 	at android.view.ViewRootImpl$InputStage.deliver(ViewRootImpl.java:3379)
 	at android.view.ViewRootImpl$InputStage.onDeliverToNext(ViewRootImpl.java:3429)
 	at android.view.ViewRootImpl$InputStage.forward(ViewRootImpl.java:3398)
 	at android.view.ViewRootImpl$AsyncInputStage.forward(ViewRootImpl.java:3483)
 	at android.view.ViewRootImpl$InputStage.apply(ViewRootImpl.java:3406)
 	at android.view.ViewRootImpl$AsyncInputStage.apply(ViewRootImpl.java:3540)
 	at android.view.ViewRootImpl$InputStage.deliver(ViewRootImpl.java:3379)
 	at android.view.ViewRootImpl$InputStage.onDeliverToNext(ViewRootImpl.java:3429)
 	at android.view.ViewRootImpl$InputStage.forward(ViewRootImpl.java:3398)
 	at android.view.ViewRootImpl$InputStage.apply(ViewRootImpl.java:3406)
 	at android.view.ViewRootImpl$InputStage.deliver(ViewRootImpl.java:3379)
 	at android.view.ViewRootImpl$InputStage.onDeliverToNext(ViewRootImpl.java:3429)
 	at android.view.ViewRootImpl$InputStage.forward(ViewRootImpl.java:3398)
 	at android.view.ViewRootImpl$AsyncInputStage.forward(ViewRootImpl.java:3516)
 	at android.view.ViewRootImpl$ImeInputStage.onFinishedInputEvent(ViewRootImpl.java:3666)
 	at android.view.inputmethod.InputMethodManager$PendingEvent.run(Input
"
"at.univie.sensorium_1.1.12","at.univie.sensorium","1.1.12","Monkey","bugreport.fsm.214","java.lang.ClassCastException","app","//this is an auto-generated bug report
//package name: at.univie.sensorium
//version: 1.1.12
//appro_time: 162
 java.lang.ClassCastException: java.lang.String cannot be cast to java.util.List
 	at at.univie.sensorium.logging.JSONLogger.writeObject(JSONLogger.java:157)
 	at at.univie.sensorium.logging.JSONLogger.sensorUpdated(JSONLogger.java:190)
 	at at.univie.sensorium.sensors.AbstractSensor.notifyListeners(AbstractSensor.java:175)
 	at at.univie.sensorium.sensors.AbstractSensor.setPrivacylevel(AbstractSensor.java:195)
 	at at.univie.sensorium.preferences.SensorPreference.onProgressChanged(SensorPreference.java:119)
 	at android.widget.SeekBar.onProgressRefresh(SeekBar.java:91)
 	at android.widget.ProgressBar.doRefreshProgress(ProgressBar.java:655)
 	at android.widget.ProgressBar.refreshProgress(ProgressBar.java:667)
 	at android.widget.ProgressBar.setProgress(ProgressBar.java:714)
 	at android.widget.ProgressBar.setProgress(ProgressBar.java:695)
 	at at.univie.sensorium.preferences.SensorPreference.updateView(SensorPreference.java:110)
 	at at.univie.sensorium.preferences.SensorPreference.onBindView(SensorPreference.java:102)
 	at android.preference.Preference.getView(Preference.java:460)
 	at android.preference.PreferenceGroupAdapter.getView(PreferenceGroupAdapter.java:221)
 	at android.widget.AbsListView.obtainView(AbsListView.java:2177)
 	at android.widget.ListView.addViewBelow(ListView.java:3079)
 	at android.widget.ListView.scrollListItemsBy(ListView.java:3012)
 	at android.widget.ListView.arrowScrollImpl(ListView.java:2499)
 	at android.widget.ListView.arrowScroll(ListView.java:2416)
 	at android.widget.ListView.commonKey(ListView.java:2161)
 	at android.widget.ListView.onKeyDown(ListView.java:2112)
 	at android.view.KeyEvent.dispatch(KeyEvent.java:2623)
 	at android.view.View.dispatchKeyEvent(View.java:7343)
 	at android.view.ViewGroup.dispatchKeyEvent(ViewGroup.java:1388)
 	at android.widget.ListView.dispatchKeyEvent(ListView.java:2097)
 	at android.view.ViewGroup.dispatchKeyEvent(ViewGroup.java:1393)
 	at android.view.ViewGroup.dispatchKeyEvent(ViewGroup.java:1393)
 	at android.view.ViewGroup.dispatchKeyEvent(ViewGroup.java:1393)
 	at android.view.ViewGroup.dispatchKeyEvent(ViewGroup.java:1393)
 	at android.view.ViewGroup.dispatchKeyEvent(ViewGroup.java:1393)
 	at android.view.ViewGroup.dispatchKeyEvent(ViewGroup.java:1393)
 	at com.android.internal.policy.impl.PhoneWindow$DecorView.superDispatchKeyEvent(PhoneWindow.java:1933)
 	at com.android.internal.policy.impl.PhoneWindow.superDispatchKeyEvent(PhoneWindow.java:1408)
 	at android.app.Activity.dispatchKeyEvent(Activity.java:2384)
 	at com.android.internal.policy.impl.PhoneWindow$DecorView.dispatchKeyEvent(PhoneWindow.java:1860)
 	at android.view.ViewRootImpl$ViewPostImeInputStage.processKeyEvent(ViewRootImpl.java:3791)
 	at android.view.ViewRootImpl$ViewPostImeInputStage.onProcess(ViewRootImpl.java:3774)
 	at android.view.ViewRootImpl$InputStage.deliver(ViewRootImpl.java:3379)
 	at android.view.ViewRootImpl$InputStage.onDeliverToNext(ViewRootImpl.java:3429)
 	at android.view.ViewRootImpl$InputStage.forward(ViewRootImpl.java:3398)
 	at android.view.ViewRootImpl$AsyncInputStage.forward(ViewRootImpl.java:3483)
 	at android.view.ViewRootImpl$InputStage.apply(ViewRootImpl.java:3406)
 	at android.view.ViewRootImpl$AsyncInputStage.apply(ViewRootImpl.java:3540)
 	at android.view.ViewRootImpl$InputStage.deliver(ViewRootImpl.java:3379)
 	at android.view.ViewRootImpl$InputStage.onDeliverToNext(ViewRootImpl.java:3429)
 	at android.view.ViewRootImpl$InputStage.forward(ViewRootImpl.java:3398)
 	at android.view.ViewRootImpl$InputStage.apply(ViewRootImpl.java:3406)
 	at android.view.ViewRootImpl$InputStage.deliver(ViewRootImpl.java:3379)
 	at android.view.ViewRootImpl$InputStage.onDeliverToNext(ViewRootImpl.java:3429)
 	at android.view.ViewRootImpl$InputStage.forward(ViewRootImpl.java:3398)
 	at android.view.ViewRootImpl$AsyncInputStage.forward(ViewRootImpl.java:3516)
 	at android.view.ViewRootImpl$ImeInputStage.onFinishedInputEvent(ViewRootImpl.java:3666)
 	at android.view.inputmethod.InputMethodManager$PendingEvent.run(InputMethodManager.java:1982)
 	at android.view.inputmetho
"
